open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1677628800000,23129.70,24022.70,23008.40,23619.80,617250.311,1677715199999,14566071875.52603,4206389,314962.841,7433802213.08850,0
1677715200000,23619.80,23790.50,23183.00,23457.10,419256.601,1677801599999,9812612221.27088,3015967,206750.719,4839526748.25830,0
1677801600000,23457.10,23468.50,21883.20,22342.80,608518.137,1677887999999,13631210171.56995,3866916,283462.569,6347417060.56692,0
1677888000000,22342.80,22400.00,22147.50,22335.70,175309.211,1677974399999,3909987751.02620,1305968,88103.197,1965194667.71090,0
1677974400000,22335.80,22650.00,22174.90,22419.40,282261.745,1678060799999,6328721520.62350,1874867,143873.702,3226160540.52170,0
1678060800000,22419.30,22594.50,22240.10,22397.10,298976.397,1678147199999,6702364485.61290,2012422,147055.495,3296881966.44010,0
1678147200000,22397.10,22550.00,21908.00,22187.10,548494.099,1678233599999,12196490218.23626,3202168,270677.072,6020127655.34381,0
1678233600000,22187.10,22276.40,21540.50,21695.40,547867.967,1678319999999,12052988553.65670,3276230,263516.807,5799355284.33350,0
1678320000000,21695.30,21823.00,20003.50,20348.30,951903.360,1678406399999,20058296300.05462,5290521,451515.553,9520938436.91080,0
1678406400000,20348.40,20351.80,19521.60,20140.30,1238135.265,1678492799999,24701622102.43860,6670105,613446.983,12240445784.38266,0
1678492800000,20140.30,20674.50,19752.50,20447.30,753479.558,1678579199999,15236396244.00332,4855620,385590.707,7798516747.10955,0
1678579200000,20447.30,22184.00,20262.20,21986.20,881522.402,1678665599999,18488877763.69799,5400565,462807.905,9711424272.47629,0
1678665600000,21986.20,24517.20,21804.00,24119.50,1534982.176,1678751999999,35400848297.96145,10210273,792707.751,18280845428.45666,0
1678752000000,24119.50,26489.90,23951.00,24682.50,1572562.635,1678838399999,39411234190.48011,11299346,787298.568,19735183976.84621,0
1678838400000,24682.50,25200.00,23888.00,24288.00,1102056.429,1678924799999,27097556193.83353,8302944,550068.277,13527752107.95273,0
1678924800000,24287.90,25167.90,24120.50,24990.40,735446.946,1679011199999,18170050595.51308,6238982,368306.410,9101111741.13063,0
1679011200000,24990.50,27763.40,24875.30,27384.00,1341159.064,1679097599999,35443530287.65108,10192241,692742.466,18307537966.56740,0
1679097600000,27383.90,27726.40,26555.50,26907.00,740232.316,1679183999999,20184491452.70674,6453518,362122.498,9877028394.80117,0
1679184000000,26907.00,28397.00,26815.90,27955.70,759367.078,1679270399999,20977139675.99659,6421005,385924.863,10663327634.68572,0
1679270400000,27955.80,28483.20,27120.60,27704.10,937223.448,1679356799999,26103780621.31453,7758928,463901.530,12924206254.85234,0
1679356800000,27704.10,28460.00,27288.00,28091.10,685487.714,1679443199999,19152913743.53478,6537638,341214.282,9535776429.15329,0
1679443200000,28091.10,28881.00,26590.00,27233.80,1080393.270,1679529599999,30186741704.76973,8635170,536538.588,14999230711.37439,0
1679529600000,27233.80,28777.00,27101.00,28284.10,808174.047,1679615999999,22583147907.22827,6394495,411445.582,11498503263.01036,0
1679616000000,28284.00,28369.10,26960.00,27438.90,696075.370,1679702399999,19369885616.52528,5519306,338210.882,9414918125.99339,0
1679702400000,27439.00,27788.00,27131.80,27447.30,335674.055,1679788799999,9219228887.09329,3026808,166700.041,4579168625.36854,0
1679788800000,27447.20,28186.90,27400.00,27954.30,399756.985,1679875199999,11110815846.83666,3281476,202591.082,5631661123.28706,0
1679875200000,27954.30,28019.40,26480.00,27112.00,642434.822,1679961599999,17542947640.15402,5064388,309890.679,8462580599.71231,0
1679961600000,27112.00,27500.00,26610.00,27249.70,585080.772,1680047999999,15806950765.76132,4777546,292760.916,7911119288.16518,0
1680048000000,27249.70,28649.90,27223.60,28338.50,655852.971,1680134399999,18472646921.01927,5388434,336722.192,9482580881.81991,0
1680134400000,28338.60,29184.80,27654.10,28015.00,770966.100,1680220799999,21882841599.42791,6177264,381217.000,10823868916.86587,0
1680220800000,28015.00,28675.30,27500.00,28454.90,611557.290,1680307199999,17241323711.94637,5207648,307763.883,8679287555.29000,0
